"id","name","eco_category_code","country_id:id"
"Photo_569604","Photo",569604,"base.de"
"Software_542064","Software",542064,"base.de"
"SoftwareVideoGames_541708","SoftwareVideoGames",541708,"base.de"
"SportingGoods_16435121","SportingGoods",16435121,"base.de"
"Toys_12950661","Toys",12950661,"base.de"
"VHS_547082","VHS",547082,"base.de"
"Video_547664","Video",547664,"base.de"
"VideoGames_541708","VideoGames",541708,"base.de"
"Watches_193708031","Watches",193708031,"base.de"
"Apparel_2846220031","Apparel",2846220031,"base.es"
"Appliances_4772050031","Appliances",4772050031,"base.es"
"Automotive_1951051031","Automotive",1951051031,"base.es"
"Baby_1703495031","Baby",1703495031,"base.es"
"Books_599364031","Books",599364031,"base.es"
"DigitalMusic_1748200031","DigitalMusic",1748200031,"base.es"
"DVD_599379031","DVD",599379031,"base.es"
"Electronics_667049031","Electronics",667049031,"base.es"
"ForeignBooks_599367031","ForeignBooks",599367031,"base.es"
"Garden_1571259031","Garden",1571259031,"base.es"
"Home_2454139031","Home",2454139031,"base.es"
"Home & Kitchen_599391031","Home & Kitchen",599391031,"base.es"
"Jewelry_2454126031","Jewelry",2454126031,"base.es"
"KindleStore_530484031","KindleStore",530484031,"base.es"
"Kitchen_599391031","Kitchen",599391031,"base.es"
"Lighting_3564289031","Lighting",3564289031,"base.es"
"Luggage & Bags_2454129031","Luggage & Bags",2454129031,"base.es"
"MobileApps_1661649031","MobileApps",1661649031,"base.es"
"MP3Downloads_1748200031","MP3Downloads",1748200031,"base.es"
"Music_599373031","Music",599373031,"base.es"
"MusicalInstruments_3628866031","MusicalInstruments",3628866031,"base.es"
"Shoes_1571262031","Shoes",1571262031,"base.es"
"Software_599376031","Software",599376031,"base.es"
"SportingGoods_2454136031","SportingGoods",2454136031,"base.es"
"Tools_2454133031","Tools",2454133031,"base.es"
"Toys_599385031","Toys",599385031,"base.es"
"VideoGames_599382031","VideoGames",599382031,"base.es"
"Watches_599388031","Watches",599388031,"base.es"
"Apparel_340855031","Apparel",340855031,"base.fr"
"Automotive_1571265031","Automotive",1571265031,"base.fr"
"Baby_206617031","Baby",206617031,"base.fr"
"Beauty_197858031","Beauty",197858031,"base.fr"
"Books_468256","Books",468256,"base.fr"
"Classical_537366","Classical",537366,"base.fr"
"DVD_578608","DVD",578608,"base.fr"
"Electronics_1058082","Electronics",1058082,"base.fr"
"ForeignBooks_69633011","ForeignBooks",69633011,"base.fr"
"HealthPersonalCare_197861031","HealthPersonalCare",197861031,"base.fr"
"HomeImprovement_590748031","HomeImprovement",590748031,"base.fr"
"Jewelry_193711031","Jewelry",193711031,"base.fr"
"KindleStore_818936031","KindleStore",818936031,"base.fr"
"Kitchen_57686031","Kitchen",57686031,"base.fr"
"Lighting_213080031","Lighting",213080031,"base.fr"
"Luggage & Bags_2454145031","Luggage & Bags",2454145031,"base.fr"
"MobileApps_1661654031","MobileApps",1661654031,"base.fr"
"MP3Downloads_206442031","MP3Downloads",206442031,"base.fr"
"Music_537366","Music",537366,"base.fr"
"MusicalInstruments_340862031","MusicalInstruments",340862031,"base.fr"
"OfficeProducts_192420031","OfficeProducts",192420031,"base.fr"
"PetSupplies_1571268031","PetSupplies",1571268031,"base.fr"
"Shoes_215934031","Shoes",215934031,"base.fr"
"Software_548012","Software",548012,"base.fr"
"SoftwareVideoGames_548014","SoftwareVideoGames",548014,"base.fr"
"Toys_548014","Toys",548014,"base.fr"
"VHS_578610","VHS",578610,"base.fr"
"Video_578608","Video",578608,"base.fr"
"VideoGames_548014","VideoGames",548014,"base.fr"
"Watches_60937031","Watches",60937031,"base.fr"
"Books_976389031","Books",976389031,"base.in"
"DVD_976416031","DVD",976416031,"base.in"
"Electronics_976419031","Electronics",976419031,"base.in"
"Home & Kitchen_976442031","Home & Kitchen",976442031,"base.in"
"Jewelry_1951048031","Jewelry",1951048031,"base.in"
"PCHardware_976392031","PCHardware",976392031,"base.in"
"Toys_1350380031","Toys",1350380031,"base.in"
"Watches_1350387031","Watches",1350387031,"base.in"
"Automotive_1571280031","Automotive",1571280031,"base.it"
"Baby_1571286031","Baby",1571286031,"base.it"
"Books_411663031","Books",411663031,"base.it"
"DVD_412606031","DVD",412606031,"base.it"
"Electronics_412609031","Electronics",412609031,"base.it"
"ForeignBooks_433842031","ForeignBooks",433842031,"base.it"
"Garden_635016031","Garden",635016031,"base.it"
"KindleStore_818937031","KindleStore",818937031,"base.it"
"Kitchen_524015031","Kitchen",524015031,"base.it"
"Lighting_1571292031","Lighting",1571292031,"base.it"
"Luggage & Bags_2454148031","Luggage & Bags",2454148031,"base.it"
"MobileApps_1661660031","MobileApps",1661660031,"base.it"
"MP3Downloads_1748203031","MP3Downloads",1748203031,"base.it"
"Music_412600031","Music",412600031,"base.it"
"Shoes_524006031","Shoes",524006031,"base.it"
"Software_412612031","Software",412612031,"base.it"
"Toys_523997031","Toys",523997031,"base.it"
"VideoGames_412603031","VideoGames",412603031,"base.it"
"Watches_524009031","Watches",524009031,"base.it"
"Apparel_361299011","Apparel",361299011,"base.jp"
"Appliances_2277724051","Appliances",2277724051,"base.jp"
"Automotive_2017304051","Automotive",2017304051,"base.jp"
"Baby_13331821","Baby",13331821,"base.jp"
"Beauty_52391051","Beauty",52391051,"base.jp"
"Books_465610","Books",465610,"base.jp"
"Classical_562032","Classical",562032,"base.jp"
"DVD_562002","DVD",562002,"base.jp"
"Electronics_3210991","Electronics",3210991,"base.jp"
"ForeignBooks_388316011","ForeignBooks",388316011,"base.jp"
"Grocery_57239051","Grocery",57239051,"base.jp"
"HealthPersonalCare_161669011","HealthPersonalCare",161669011,"base.jp"
"Hobbies_13331821","Hobbies",13331821,"base.jp"
"Jewelry_85896051","Jewelry",85896051,"base.jp"
"KindleStore_2250738051","KindleStore",2250738051,"base.jp"
"Kitchen_3839151","Kitchen",3839151,"base.jp"
"MobileApps_2381130051","MobileApps",2381130051,"base.jp"
"MP3Downloads_2128134051","MP3Downloads",2128134051,"base.jp"
"Music_562032","Music",562032,"base.jp"
"MusicalInstruments_2123629051","MusicalInstruments",2123629051,"base.jp"
"Shoes_2016926051","Shoes",2016926051,"base.jp"
"Software_637630","Software",637630,"base.jp"
"SportingGoods_14304371","SportingGoods",14304371,"base.jp"
"Toys_13331821","Toys",13331821,"base.jp"
"VHS_2130989051","VHS",2130989051,"base.jp"
"Video_561972","Video",561972,"base.jp"
"VideoGames_637872","VideoGames",637872,"base.jp"
"Watches_324025011","Watches",324025011,"base.jp"
"Apparel_83451031","Apparel",83451031,"base.uk"
"Automotive_248877031","Automotive",248877031,"base.uk"
"Baby_60032031","Baby",60032031,"base.uk"
"Beauty_66280031","Beauty",66280031,"base.uk"
"Books_1025612","Books",1025612,"base.uk"
"Classical_505510","Classical",505510,"base.uk"
"DVD_283926","DVD",283926,"base.uk"
"Electronics_560800","Electronics",560800,"base.uk"
"Grocery_340834031","Grocery",340834031,"base.uk"
"HealthPersonalCare_66280031","HealthPersonalCare",66280031,"base.uk"
"HomeGarden_11052591","HomeGarden",11052591,"base.uk"
"HomeImprovement_2016929051","HomeImprovement",2016929051,"base.uk"
"Jewelry_193717031","Jewelry",193717031,"base.uk"
"KindleStore_341677031","KindleStore",341677031,"base.uk"
"Kitchen_11052591","Kitchen",11052591,"base.uk"
"Lighting_213077031","Lighting",213077031,"base.uk"
"Luggage & Bags_2454166031","Luggage & Bags",2454166031,"base.uk"
"MobileApps_1661657031","MobileApps",1661657031,"base.uk"
"MP3Downloads_77198031","MP3Downloads",77198031,"base.uk"
"Music_505510","Music",505510,"base.uk"
"MusicalInstruments_340837031","MusicalInstruments",340837031,"base.uk"
"OfficeProducts_560800","OfficeProducts",560800,"base.uk"
"OutdoorLiving_11052591","OutdoorLiving",11052591,"base.uk"
"Software_1025614","Software",1025614,"base.uk"
"SoftwareVideoGames_1025616","SoftwareVideoGames",1025616,"base.uk"
"SportingGoods_319530011","SportingGoods",319530011,"base.uk"
"Tools_11052591","Tools",11052591,"base.uk"
"Toys_712832","Toys",712832,"base.uk"
"VHS_283926","VHS",283926,"base.uk"
"Video_283926","Video",283926,"base.uk"
"VideoGames_1025616","VideoGames",1025616,"base.uk"
"Watches_595312","Watches",595312,"base.uk"
"Apparel_1036592","Apparel",1036592,"base.us"
"Appliances_2619525011","Appliances",2619525011,"base.us"
"ArtsAndCrafts_2617941011","ArtsAndCrafts",2617941011,"base.us"
"Automotive_15690151","Automotive",15690151,"base.us"
"Baby_165796011","Baby",165796011,"base.us"
"Beauty_11055981","Beauty",11055981,"base.us"
"Books_1000","Books",1000,"base.us"
"Classical_301668","Classical",301668,"base.us"
"Collectibles_4991425011","Collectibles",4991425011,"base.us"
"DigitalMusic_195208011","DigitalMusic",195208011,"base.us"
"DVD_2625373011","DVD",2625373011,"base.us"
"Electronics_172282","Electronics",172282,"base.us"
"GourmetFood_3580501","GourmetFood",3580501,"base.us"
"Grocery_16310101","Grocery",16310101,"base.us"
"HealthPersonalCare_3760931","HealthPersonalCare",3760931,"base.us"
"HomeGarden_285080","HomeGarden",285080,"base.us"
"Industrial_228239","Industrial",228239,"base.us"
"Jewelry_3880591","Jewelry",3880591,"base.us"
"KindleStore_133141011","KindleStore",133141011,"base.us"
"Kitchen_284507","Kitchen",284507,"base.us"
"LawnGarden_2972638011","LawnGarden",2972638011,"base.us"
"Magazines_599872","Magazines",599872,"base.us"
"Miscellaneous_10304191","Miscellaneous",10304191,"base.us"
"MobileApps_2350149011","MobileApps",2350149011,"base.us"
"MP3Downloads_195211011","MP3Downloads",195211011,"base.us"
"Music_301668","Music",301668,"base.us"
"MusicalInstruments_11091801","MusicalInstruments",11091801,"base.us"
"OfficeProducts_1084128","OfficeProducts",1084128,"base.us"
"OutdoorLiving_286168","OutdoorLiving",286168,"base.us"
"PCHardware_541966","PCHardware",541966,"base.us"
"PetSupplies_12923371","PetSupplies",12923371,"base.us"
"Photo_502394","Photo",502394,"base.us"
"Software_409488","Software",409488,"base.us"
"SportingGoods_3375251","SportingGoods",3375251,"base.us"
"Tools_468240","Tools",468240,"base.us"
"Toys_165793011","Toys",165793011,"base.us"
"VHS_404272","VHS",404272,"base.us"
"Video_130","Video",130,"base.us"
"VideoGames_468642","VideoGames",468642,"base.us"
"Watches_377110011","Watches",377110011,"base.us"
"Wireless_508494","Wireless",508494,"base.us"
"WirelessAccessories_13900851","WirelessAccessories",13900851,"base.us"
